Id,SalePrice
1461,126159.7655141953
1462,151012.0486791762
1463,181457.29207257443
1464,196959.48071815394
1465,191154.771526312
1466,185945.69430041965
1467,201763.19788790419
1468,168927.48181810213
1469,199481.50301806556
1470,114938.00608767022
1471,203620.5728239946
1472,105421.32041380077
1473,90458.38932171787
1474,148531.42005833093
1475,111979.9108479497
1476,315025.10387221386
1477,255182.11509532723
1478,288645.46202687937
1479,271751.4121639249
1480,411000.31192239234
1481,294412.5381332579
1482,213995.12505734412
1483,170730.14266988245
1484,162895.2606904728
1485,191907.09033990328
1486,206482.16691933147
1487,289102.95051631646
1488,267373.50138590886
1489,189201.85293439543
1490,233878.98594523166
1491,208728.22176771308
1492,94930.8596839824
1493,218380.8136701604
1494,292487.46113657515
1495,287265.83106189244
1496,228532.88350660738
1497,156647.04141410257
1498,153436.5937098779
1499,158881.01972253964
1500,149475.9241930631
1501,201035.19872992035
1502,147880.46689892976
1503,280629.53639453114
1504,242635.4405199127
1505,221143.931044482
1506,205745.97567558
1507,254064.37915993476
1508,213076.19038001006
1509,151819.33666776368
1510,142402.0088494779
1511,150125.9147343162
1512,192197.68256074795
1513,165823.8470916659
1514,242780.61465622406
1515,222796.86493700577
1516,175851.27344864584
1517,171140.13072185082
1518,123236.37090572342
1519,243235.452795758
1520,129574.01769431015
1521,123289.19150796837
1522,199096.36572092352
1523,77346.92370513396
1524,111073.53971787285
1525,103850.16640099941
1526,91423.35315567566
1527,90487.35155119168
1528,152403.51620774096
1529,128365.93788279108
1530,239765.24215700285
1531,135494.8327150481
1532,201475.19131366705
1533,149214.8326630245
1534,123436.86751375976
1535,158543.19949409115
1536,109947.54035695035
1537,39197.98822921999
1538,181871.06572800493
1539,216978.639317939
1540,198388.35800346825
1541,156613.99054393632
1542,144527.1592596114
1543,202698.4668607707
1544,73446.56041183579
1545,136622.7899449039
1546,139236.70778468647
1547,145917.51808009646
1548,141896.01653357464
1549,126165.35171119013
1550,131671.21904553068
1551,137346.37904970688
1552,140736.7713497263
1553,247490.2816891481
1554,116547.12431964715
1555,166439.58845246045
1556,76932.65085979487
1557,183742.39390759222
1558,96085.12252217182
1559,168187.19543475247
1560,132131.80548212695
1561,215571.11290526402
1562,119340.24541427917
1563,113253.22919722463
1564,161204.96739692736
1565,136448.3628348801
1566,251016.41506391542
1567,64250.58921457462
1568,230902.5153042517
1569,105341.93533564072
1570,140725.1749834821
1571,109681.32784984895
1572,141380.94013212572
1573,256013.20609796612
1574,118837.49778105695
1575,242124.40881074348
1576,256947.700482899
1577,197237.13916810777
1578,144386.2563382791
1579,136948.5897200206
1580,218098.4613786526
1581,138700.26083159324
1582,120123.05300677374
1583,312927.1288182491
