Id,SalePrice
1461,116397.38596114001
1462,150303.67638571767
1463,173349.74584419696
1464,199220.94428429447
1465,195582.07467534087
1466,182272.62795747884
1467,203920.1584366746
1468,172299.67384024497
1469,206691.5908623689
1470,113829.27451605463
1471,205283.5971789439
1472,118612.88910173971
1473,99781.19480701882
1474,150038.69632166016
1475,118290.67504961646
1476,312308.36305428337
1477,245947.88206597065
1478,290990.0130016121
1479,271305.21893165534
1480,402909.44166882336
1481,292135.24068535486
1482,216747.9764334771
1483,177609.0823653212
1484,174726.65960847537
1485,197773.98851027383
1486,209874.97828627212
1487,285346.72863395716
1488,258152.3242363075
1489,184361.7708899439
1490,231047.63683888802
1491,211372.24835259744
1492,87927.12849797143
1493,218734.98983184222
1494,289111.6713496721
1495,276704.48531389394
1496,222886.05172658918
1497,169702.1240795464
1498,155617.302141302
1499,162523.88567824193
1500,154453.44727361735
1501,205533.7602231416
1502,146332.1053512194
1503,275678.05131260696
1504,246624.29208578027
1505,225278.4119071732
1506,210580.44244225204
1507,249919.54354380697
1508,210416.37949176013
1509,152658.25190445242
1510,144823.38257683252
1511,146097.9679106257
1512,190194.1931086669
1513,170200.82633571557
1514,-91133.28851483372
1515,228061.7519595129
1516,170507.1745972263
1517,174884.6123183367
1518,123891.32633872234
1519,246662.2375644543
1520,134089.06104255884
1521,122676.50520307521
1522,202441.62402443468
1523,86033.54427616412
1524,113297.06674544115
1525,101651.96250849494
1526,88430.9684765916
1527,94064.00682052664
1528,155059.04390376617
1529,126528.04844734582
1530,236438.64283916724
1531,150722.8059874228
1532,-135059.4588647597
1533,149429.9381967268
1534,130159.61159062429
1535,156647.96211228936
1536,111088.07514779453
1537,27167.39077927795
1538,186404.5607833082
1539,231431.76790606996
1540,-137471.87323226075
1541,154539.3777204002
1542,140119.36610906755
1543,200008.73654537505
1544,76032.9453771759
1545,134732.12629782033
1546,137264.7069157995
1547,144429.10884519268
1548,139413.9172992557
1549,124474.23422416157
1550,124430.2261632031
1551,133158.32844744364
1552,130419.74413955907
1553,-88966.70571054163
1554,126184.934925782
1555,168393.7851269033
1556,77187.65570736674
1557,-157986.1258402606
1558,92962.639931943
1559,-171891.5242739588
1560,126682.28708572962
1561,-119550.8194880386
1562,118564.30553450945
1563,118275.49512409672
1564,157401.4504881501
1565,134024.79883629314
1566,249761.8009740412
1567,59392.93755373961
1568,229939.92073847025
1569,93074.35332335436
1570,146208.2906965918
1571,112427.60404678082
1572,140743.59960454048
1573,254970.24340397023
1574,123173.54635490428
1575,242956.29725547155
1576,245921.89756336642
1577,199455.8768846667
1578,147220.38830238787
1579,133956.83465060053
1580,213671.35016538596
1581,142954.08473010265
1582,123169.49388923842
1583,307004.5446887118
1584,229008.50260264982
1585,160589.04749141537
1586,47206.5744398059
1587,97337.28410130131
1588,149095.13144360782
1589,99833.79642535557
1590,135985.05094468963
1591,-178455.97061255324
1592,135459.4458429918
1593,141745.8356286194
1594,-116775.80743438372
1595,-129687.55590775359
1596,222505.37776825458
1597,175540.92947054163
1598,204242.0834093259
1599,198205.14136658164
1600,185370.74381894965
1601,26832.47760683269
1602,122130.51614709801
1603,56898.38141900787
1604,258416.6921222042
1605,261151.43506398305
1606,175800.1452303638
1607,179162.3005099422
1608,222994.8478866722
1609,197292.19191581916
1610,153455.9043147261
1611,158694.79102964138
1612,166338.15441154336
1613,176739.13136448755
1614,130100.6146511852
1615,-182536.45916076604
1616,-202622.4501532361
1617,64945.796362556255
1618,111729.61917378005
1619,149610.542375684
1620,177750.94591897327
1621,133493.12427677002
1622,131417.00937403596
1623,265670.52226336644
1624,210924.58613643164
1625,118976.34463789509
1626,196509.51761061963
1627,193763.6501908054
1628,285092.0496319184
1629,194252.97916512782
1630,324784.82398163603
1631,216192.35931184012
1632,235244.41063621952
1633,187413.52181700626
1634,196332.68901004954
1635,192319.7379087427
1636,165712.42388430293
1637,198858.17839093888
1638,225753.3637289245
1639,205316.30725386934
1640,275704.99929711345
1641,202213.846052497
1642,228513.34829061953
1643,233744.3934743957
1644,238217.14584729084
1645,241312.15250323465
1646,178965.0730936463
1647,173697.2154862211
1648,138354.25999351716
1649,140254.66731208967
1650,115057.67535856235
1651,109723.3610304886
1652,124179.97953695044
1653,123909.89776968173
1654,152028.4608508836
1655,151118.37415050864
1656,141997.2769055081
1657,155565.26590630933
1658,145082.22772498787
1659,134723.68485371498
1660,148682.49437379473
1661,377898.281632173
1662,328074.49723433406
1663,326488.7422346054
1664,422955.2640691149
1665,286424.82993649325
1666,291446.77391712397
1667,308096.01765628933
1668,306981.4055823731
1669,290834.51125018444
1670,308623.3715730217
1671,268366.10937246453
1672,385161.8765838024
1673,285990.02418622776
1674,256932.94818056244
1675,192769.3058194512
1676,200466.62592742112
1677,218645.95246299668
1678,400313.3117909172
1679,325049.91167929914
1680,288418.19956408866
1681,251356.70890919454
1682,287566.43969272386
1683,198181.0091935411
1684,201608.59983906205
1685,179370.24016868378
1686,178874.8657356639
1687,179606.5099181841
1688,211008.90163793004
1689,207785.54621905283
1690,218961.03146191905
1691,206578.0799755476
1692,263837.50194859534
1693,180377.59737542327
1694,193995.9987675204
1695,181845.6454332423
1696,280879.98125687806
1697,185950.52245450843
1698,323855.0330824715
1699,308688.7066341914
1700,254344.03598587806
1701,286060.5049373841
1702,256036.52100862548
1703,258856.8138609378
1704,280629.49336231133
1705,241027.20955669702
1706,373883.97555431386
1707,197181.71270207278
1708,206131.51265332228
1709,264390.5919005473
1710,235408.95939511582
1711,266716.6198747089
1712,262661.6435886594
1713,263084.97745903983
1714,224125.62245654556
1715,205613.10867435866
1716,183781.2981965035
1717,189737.01260852124
1718,-115099.7999529434
1719,213731.06533238813
1720,246605.445437071
1721,180335.79141973992
1722,-127260.50575653493
1723,163670.5439105009
1724,224856.41547808013
1725,239971.87321776393
1726,186167.93885433194
1727,153932.2215485711
1728,193729.52142379768
1729,174585.4813764769
1730,169309.6138811408
1731,116327.35500835217
1732,122962.54457012317
1733,113696.71672076927
1734,116876.54335029944
1735,134460.44658236773
1736,105049.92069935994
1737,330886.3074746733
1738,249026.71765480688
1739,275356.91941737646
1740,203168.545273749
1741,193990.69612355958
1742,178526.1377410496
1743,182382.01641293065
1744,305110.97632079205
1745,221378.73104652096
1746,224483.4601409548
1747,231692.11572951064
1748,230916.73281485573
1749,159977.7022540661
1750,154464.4015634629
1751,259923.7595845457
1752,113780.48229155978
1753,153923.4356682795
1754,232009.36802776702
1755,177982.63556719045
1756,133683.2196343507
1757,99798.24753807051
1758,155574.8305295602
1759,185275.60798196247
1760,169332.65951031828
1761,162408.64677244992
1762,177002.56953749395
1763,171684.23139098063
1764,110752.71236649188
1765,199923.99990195277
1766,204834.38006638698
1767,250832.69753009625
1768,144803.87017683647
1769,188114.2654930389
1770,159447.694724775
1771,117028.91418301672
1772,129229.43670338424
1773,111957.85411582128
1774,155120.18176731453
1775,144976.46816981756
1776,131855.1764760626
1777,99076.14835987156
1778,143235.48856546902
1779,118911.28541505648
1780,191288.0048992772
1781,118918.56104047512
1782,51491.67762392512
1783,132256.04398384815
1784,88958.32654962092
1785,111499.3425654516
1786,144223.507617222
1787,172395.88282875004
1788,-230919.63797003683
1789,98872.67753890608
1790,41405.85814761286
1791,210197.2490757388
1792,172927.57945109982
1793,154340.1953793248
1794,179319.97395266694
1795,130913.03160115852
1796,131687.28189710304
1797,138376.59034168473
1798,105793.83237054627
1799,104567.97916034152
1800,105759.90098420004
1801,102487.54175049774
1802,154931.3058775443
1803,170657.4947561094
1804,134400.28219142914
1805,147288.42555441856
1806,137536.74248028602
1807,173280.64682814837
1808,118491.36570001961
1809,-126341.77432441356
1810,141970.89834467517
1811,-183590.41029577277
1812,-145704.93956174346
1813,117216.16798925315
1814,77846.21356906471
1815,17622.811753255373
1816,94219.6190051265
1817,99236.41055157324
1818,156623.11974647394
1819,124426.5197389597
1820,-196859.22283774015
1821,113945.17414780273
1822,156723.5136858312
1823,-226449.36034101277
1824,139010.99330127062
1825,137884.01326644732
1826,98027.21116275582
1827,99996.44120838083
1828,136603.84839249178
1829,153341.07382013145
1830,159833.76407035635
1831,184080.06240208037
1832,-133763.501528672
1833,157862.15907025555
1834,131286.66368388626
1835,-121413.67085130286
1836,127259.24037836594
1837,-155397.10826355062
1838,115317.20793333146
1839,84992.05893950778
1840,-94817.07463278907
1841,141351.5387691379
1842,80343.93162021026
1843,124540.93121864539
1844,132650.2051729931
1845,133415.87452961024
1846,148354.11592445392
1847,168604.59993343762
1848,-237231.7520209595
1849,127445.50752942599
1850,119953.11977430023
1851,148295.35003529055
1852,124715.36420488273
1853,125121.17362778945
1854,182470.1163276295
1855,155090.74590530488
1856,239642.37303543472
1857,131838.22988179102
1858,131941.65817565154
1859,116890.98809348149
1860,156741.06961574857
1861,115805.98530785539
1862,288347.6472315058
1863,286627.69126717286
1864,286643.94212791865
1865,315218.2656213432
1866,311265.78382347646
1867,236099.87178443614
1868,290474.7557680605
1869,225750.1835731299
1870,246054.75111282416
1871,244316.3592437169
1872,175128.63005687422
1873,234821.65344144855
1874,145799.25569113818
1875,211534.40304669164
1876,211359.76504060006
1877,224719.76685598757
1878,218544.16198718626
1879,117263.03777731195
1880,146336.40308334058
1881,240927.1992110739
1882,258476.59294410198
1883,195017.5590526679
1884,214379.72350071775
1885,259811.70162464664
1886,283674.89028223587
1887,236812.981736746
1888,285250.2883230842
1889,169722.80497990185
1890,113830.08206920963
1891,144124.03264667778
1892,72841.86353173255
1893,137386.9977644599
1894,-139958.2090133477
1895,161039.5780814661
1896,120222.73698053425
1897,113474.20009017814
1898,118594.91111675961
1899,144236.29196575572
1900,149687.5109934356
1901,167581.10147346798
1902,143647.44550600144
1903,220651.83637162982
1904,131990.56090583195
1905,193256.9558327809
1906,160565.0797515822
1907,208836.3614772508
1908,130327.13301467066
1909,151013.44572697123
1910,135050.96751336436
1911,221307.11107262163
1912,294879.55091576284
1913,166960.796202981
1914,50079.60390564575
1915,256816.59021765584
1916,26322.15038296749
1917,259186.7642465074
1918,148060.08803195957
1919,189378.83593047466
1920,180253.42871771273
1921,334427.7269848949
1922,295512.74934192497
1923,232646.66538571668
1924,227902.33322787084
1925,228790.91116303703
1926,335798.54088965507
1927,129670.79289850275
1928,166883.221811561
1929,112595.10243151858
1930,136221.16269037602
1931,140273.60512615586
1932,138278.14786505452
1933,157145.70195550317
1934,187733.98665584947
1935,183657.91973773434
1936,188450.92258675277
1937,193922.79725350064
1938,178768.0640716357
1939,241748.4363288304
